Latitude (decimal degrees):	51.339
Longitude (decimal degrees):	-1.262
Elevation (m):	98
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20051009:1610,200.58,91.26,10.37,13.74,3.86,0.0
20051009:1710,38.37,26.49,1.46,13.1,3.45,0.0
20051009:1810,0.0,0.0,0.0,11.99,3.1,0.0
20051009:1910,0.0,0.0,0.0,11.93,3.17,0.0
20051009:2010,0.0,0.0,0.0,11.98,3.17,0.0
20051009:2110,0.0,0.0,0.0,11.81,3.1,0.0
20051009:2210,0.0,0.0,0.0,11.49,3.17,0.0
20051009:2310,0.0,0.0,0.0,11.02,3.1,0.0
20051010:0010,0.0,0.0,0.0,10.68,3.03,0.0
20051010:0110,0.0,0.0,0.0,10.76,2.97,0.0
20051010:0210,0.0,0.0,0.0,10.92,2.9,0.0
20051010:0310,0.0,0.0,0.0,11.24,2.9,0.0
20051010:0410,0.0,0.0,0.0,11.69,3.03,0.0
20051010:0510,0.0,0.0,0.0,12.18,3.24,0.0
20051010:0610,0.0,0.0,0.0,12.65,3.38,0.0
20051010:0710,63.26,43.74,7.01,12.4,3.31,0.0
20051010:0810,569.89,236.42,15.42,13.9,3.17,0.0
20051010:0910,1177.44,460.35,22.67,15.83,3.86,0.0
20051010:1010,1689.06,668.39,28.21,17.63,4.48,0.0
20051010:1110,1991.46,801.25,31.45,18.86,5.03,0.0
20051010:1210,2152.83,878.12,31.95,19.6,5.1,0.0
20051010:1310,2001.09,810.09,29.62,19.89,5.17,0.0
20051010:1410,1822.56,730.64,24.82,19.79,5.17,0.0
20051010:1510,1206.3,475.72,18.09,19.45,4.97,0.0
20051010:1610,602.24,246.41,10.02,18.81,4.14,0.0
20051010:1710,27.36,21.72,1.12,17.63,3.86,0.0
20051010:1810,0.0,0.0,0.0,16.34,3.66,0.0
20051010:1910,0.0,0.0,0.0,15.95,4.14,0.0
20051010:2010,0.0,0.0,0.0,16.14,4.34,0.0
20051010:2110,0.0,0.0,0.0,16.3,4.28,0.0
20051010:2210,0.0,0.0,0.0,16.22,4.21,0.0
20051010:2310,0.0,0.0,0.0,16.03,4.14,0.0
20051011:0010,0.0,0.0,0.0,15.73,3.86,0.0
20051011:0110,0.0,0.0,0.0,15.47,3.59,0.0
20051011:0210,0.0,0.0,0.0,14.94,3.45,0.0
20051011:0310,0.0,0.0,0.0,14.76,3.17,0.0
20051011:0410,0.0,0.0,0.0,14.9,2.97,0.0
20051011:0510,0.0,0.0,0.0,14.89,2.83,0.0
20051011:0610,0.0,0.0,0.0,15.18,2.9,0.0
20051011:0710,1.06,6.62,6.74,15.71,2.76,0.0
20051011:0810,239.71,108.02,15.13,16.22,4.0,0.0
20051011:0910,1075.58,421.98,22.36,16.99,4.14,0.0
20051011:1010,1455.78,570.09,27.87,17.69,4.83,0.0
20051011:1110,1739.49,688.11,31.08,18.07,5.1,0.0
20051011:1210,1878.37,749.0,31.56,18.35,5.17,0.0
20051011:1310,1709.86,679.72,29.24,18.23,4.62,0.0
20051011:1410,1588.16,628.09,24.45,18.26,4.62,0.0
20051011:1510,1143.07,448.05,17.73,18.12,4.76,0.0
20051011:1610,445.7,185.84,9.68,17.8,4.34,0.0
20051011:1710,16.67,16.29,0.79,17.34,4.55,0.0
20051011:1810,0.0,0.0,0.0,17.03,4.34,0.0
20051011:1910,0.0,0.0,0.0,16.87,4.83,0.0
20051011:2010,0.0,0.0,0.0,16.85,4.97,0.0
20051011:2110,0.0,0.0,0.0,16.79,5.1,0.0
20051011:2210,0.0,0.0,0.0,16.66,4.76,0.0
20051011:2310,0.0,0.0,0.0,16.49,4.21,0.0
20051012:0010,0.0,0.0,0.0,16.38,3.93,0.0
20051012:0110,0.0,0.0,0.0,16.26,3.79,0.0
20051012:0210,0.0,0.0,0.0,16.19,3.45,0.0
20051012:0310,0.0,0.0,0.0,16.08,3.24,0.0
20051012:0410,0.0,0.0,0.0,16.1,3.1,0.0
20051012:0510,0.0,0.0,0.0,16.06,2.97,0.0
20051012:0610,0.0,0.0,0.0,16.04,2.83,0.0
20051012:0710,16.22,16.47,6.47,16.2,3.38,0.0
20051012:0810,264.48,118.13,14.84,16.53,3.1,0.0
20051012:0910,342.72,145.75,22.05,17.0,3.93,0.0
20051012:1010,573.66,231.5,27.53,17.36,4.14,0.0
20051012:1110,474.85,195.55,30.72,17.55,3.86,0.0
20051012:1210,360.64,153.25,31.18,17.79,3.66,0.0
20051012:1310,148.96,72.84,28.86,18.09,3.59,0.0
20051012:1410,144.61,70.95,24.08,17.5,3.93,0.0
20051012:1510,65.44,38.79,17.37,16.93,3.31,0.0
20051012:1610,83.78,46.35,9.33,16.2,2.41,0.0
20051012:1710,13.47,14.48,0.45,15.77,2.41,0.0
20051012:1810,0.0,0.0,0.0,15.58,2.21,0.0
20051012:1910,0.0,0.0,0.0,15.55,2.48,0.0
20051012:2010,0.0,0.0,0.0,15.58,2.48,0.0
20051012:2110,0.0,0.0,0.0,15.6,2.34,0.0
20051012:2210,0.0,0.0,0.0,15.63,1.86,0.0
20051012:2310,0.0,0.0,0.0,15.62,1.45,0.0
20051013:0010,0.0,0.0,0.0,15.6,1.17,0.0
20051013:0110,0.0,0.0,0.0,15.62,0.76,0.0
20051013:0210,0.0,0.0,0.0,15.5,1.1,0.0
20051013:0310,0.0,0.0,0.0,14.56,2.83,0.0
20051013:0410,0.0,0.0,0.0,12.89,3.72,0.0
20051013:0510,0.0,0.0,0.0,11.78,3.79,0.0
20051013:0610,0.0,0.0,0.0,11.3,3.79,0.0
20051013:0710,42.02,32.85,6.2,11.35,4.62,0.0
20051013:0810,102.75,52.97,14.55,11.19,4.14,0.0
20051013:0910,69.73,39.73,21.73,11.34,4.0,0.0
20051013:1010,265.92,114.46,27.19,11.56,4.41,0.0
20051013:1110,1353.18,516.69,30.35,11.57,3.93,0.0
20051013:1210,1918.94,750.74,30.8,11.72,3.72,0.0
20051013:1310,471.07,189.3,28.48,12.03,4.28,0.0
20051013:1410,495.07,197.98,23.71,12.68,4.69,0.0
20051013:1510,1170.75,448.21,17.02,13.11,4.69,0.0
20051013:1610,354.14,148.53,8.99,13.27,4.21,0.0
20051013:1710,13.7,14.48,0.12,13.19,3.66,0.0
20051013:1810,0.0,0.0,0.0,13.1,3.59,0.0
20051013:1910,0.0,0.0,0.0,13.31,3.72,0.0
20051013:2010,0.0,0.0,0.0,13.32,3.93,0.0
20051013:2110,0.0,0.0,0.0,13.17,4.28,0.0
20051013:2210,0.0,0.0,0.0,12.86,4.41,0.0
20051013:2310,0.0,0.0,0.0,12.51,4.21,0.0
20051014:0010,0.0,0.0,0.0,12.21,3.72,0.0
20051014:0110,0.0,0.0,0.0,12.04,3.38,0.0
20051014:0210,0.0,0.0,0.0,11.85,0.0,0.0
20051014:0310,0.0,0.0,0.0,11.72,0.0,0.0
20051014:0410,0.0,0.0,0.0,11.64,3.03,0.0
20051014:0510,0.0,0.0,0.0,11.59,3.1,0.0
20051014:0610,0.0,0.0,0.0,11.44,3.45,0.0
20051014:0710,20.48,18.95,5.93,11.61,3.1,0.0
20051014:0810,178.46,82.74,14.26,11.91,3.24,0.0
20051014:0910,180.67,83.25,21.42,12.44,3.59,0.0
20051014:1010,108.83,55.81,26.85,13.23,3.79,0.0
20051014:1110,320.64,136.22,29.99,14.68,4.76,0.0
20051014:1210,192.35,88.92,30.43,16.19,4.48,0.0
20051014:1310,188.99,87.98,28.11,17.12,4.34,0.0
20051014:1410,220.9,100.27,23.34,17.28,3.79,0.0
20051014:1510,210.5,96.2,16.67,17.18,4.0,0.0
20051014:1610,106.14,55.58,8.65,16.84,4.07,0.0
20051014:1710,0.0,0.0,-0.21,16.07,3.72,0.0
20051014:1810,0.0,0.0,0.0,15.26,3.59,0.0
20051014:1910,0.0,0.0,0.0,14.11,3.66,0.0
20051014:2010,0.0,0.0,0.0,13.64,3.59,0.0
20051014:2110,0.0,0.0,0.0,13.22,3.52,0.0
20051014:2210,0.0,0.0,0.0,13.07,3.45,0.0
20051014:2310,0.0,0.0,0.0,13.29,3.38,0.0
20051015:0010,0.0,0.0,0.0,13.6,3.31,0.0
20051015:0110,0.0,0.0,0.0,13.66,3.17,0.0
20051015:0210,0.0,0.0,0.0,13.71,3.1,0.0
20051015:0310,0.0,0.0,0.0,13.67,3.03,0.0
20051015:0410,0.0,0.0,0.0,13.36,2.97,0.0
20051015:0510,0.0,0.0,0.0,13.06,3.03,0.0
20051015:0610,0.0,0.0,0.0,12.79,3.03,0.0
20051015:0710,14.69,15.57,5.66,13.42,3.31,0.0
20051015:0810,144.61,70.26,13.98,14.31,4.69,0.0
20051015:0910,355.17,148.98,21.11,15.19,4.9,0.0
20051015:1010,974.98,378.81,26.51,16.08,4.76,0.0
20051015:1110,1797.76,713.58,29.62,17.25,4.55,0.0
20051015:1210,2140.58,871.43,30.05,18.27,4.55,0.0
20051015:1310,2046.11,830.27,27.73,18.96,4.69,0.0
20051015:1410,1873.92,754.39,22.98,19.22,4.69,0.0
20051015:1510,1383.39,548.6,16.32,19.03,4.41,0.0
20051015:1610,593.15,243.46,8.32,18.22,3.79,0.0
20051015:1710,0.0,0.0,-0.53,16.57,3.72,0.0
20051015:1810,0.0,0.0,0.0,14.95,3.86,0.0
20051015:1910,0.0,0.0,0.0,13.86,4.0,0.0
20051015:2010,0.0,0.0,0.0,13.07,3.79,0.0
20051015:2110,0.0,0.0,0.0,12.51,3.52,0.0
20051015:2210,0.0,0.0,0.0,12.07,3.17,0.0
20051015:2310,0.0,0.0,0.0,11.72,3.03,0.0
20051016:0010,0.0,0.0,0.0,11.47,2.97,0.0
20051016:0110,0.0,0.0,0.0,11.22,2.97,0.0
20051016:0210,0.0,0.0,0.0,10.96,2.97,0.0
20051016:0310,0.0,0.0,0.0,10.7,2.9,0.0
20051016:0410,0.0,0.0,0.0,10.49,2.83,0.0
20051016:0510,0.0,0.0,0.0,10.25,2.9,0.0
20051016:0610,0.0,0.0,0.0,10.09,3.1,0.0
20051016:0710,8.22,11.85,5.39,10.15,3.31,0.0
20051016:0810,325.76,139.53,13.69,11.07,3.1,0.0
20051016:0910,719.33,280.54,20.79,12.81,3.93,0.0
20051016:1010,1302.56,503.04,26.17,14.48,4.14,0.0
20051016:1110,1969.18,786.56,29.26,15.78,4.0,0.0
20051016:1210,1105.41,432.79,29.68,16.89,3.86,0.0
20051016:1310,1283.52,505.16,27.36,17.48,3.66,0.0
20051016:1410,317.79,137.01,22.62,17.68,3.52,0.0
20051016:1510,137.41,68.11,15.98,17.36,3.45,0.0
20051016:1610,21.86,18.92,7.99,16.41,2.69,0.0
20051016:1710,0.0,0.0,-0.86,15.18,2.48,0.0
20051016:1810,0.0,0.0,0.0,13.96,2.69,0.0
20051016:1910,0.0,0.0,0.0,13.26,3.52,0.0
20051016:2010,0.0,0.0,0.0,13.21,3.24,0.0
20051016:2110,0.0,0.0,0.0,13.3,2.97,0.0
20051016:2210,0.0,0.0,0.0,12.95,2.9,0.0
20051016:2310,0.0,0.0,0.0,12.86,2.83,0.0
20051017:0010,0.0,0.0,0.0,12.73,2.83,0.0
20051017:0110,0.0,0.0,0.0,12.67,2.76,0.0
20051017:0210,0.0,0.0,0.0,12.53,2.55,0.0
20051017:0310,0.0,0.0,0.0,12.32,2.34,0.0
20051017:0410,0.0,0.0,0.0,12.06,2.07,0.0
20051017:0510,0.0,0.0,0.0,11.64,2.0,0.0
20051017:0610,0.0,0.0,0.0,11.34,1.86,0.0
20051017:0710,8.19,11.91,5.12,11.71,1.66,0.0
20051017:0810,191.14,88.33,13.4,12.73,2.28,0.0
20051017:0910,337.44,141.93,20.48,13.35,2.41,0.0
20051017:1010,541.92,217.6,25.83,14.3,2.62,0.0
20051017:1110,282.66,122.98,28.9,15.6,2.69,0.0
20051017:1210,276.06,121.09,29.31,16.76,2.76,0.0
20051017:1310,1696.8,684.18,27.0,17.62,2.83,0.0
20051017:1410,623.65,251.02,22.26,17.73,2.9,0.0
20051017:1510,1007.87,398.04,15.64,17.58,3.03,0.0
20051017:1610,508.1,210.72,7.66,17.03,2.55,0.0
20051017:1710,0.0,0.0,-1.17,15.78,2.48,0.0
20051017:1810,0.0,0.0,0.0,14.46,2.69,0.0
20051017:1910,0.0,0.0,0.0,13.8,3.31,0.0
20051017:2010,0.0,0.0,0.0,13.52,3.52,0.0
20051017:2110,0.0,0.0,0.0,13.46,3.52,0.0
20051017:2210,0.0,0.0,0.0,13.2,3.45,0.0
20051017:2310,0.0,0.0,0.0,12.85,3.45,0.0
20051018:0010,0.0,0.0,0.0,12.29,3.52,0.0
20051018:0110,0.0,0.0,0.0,11.74,3.72,0.0
20051018:0210,0.0,0.0,0.0,11.15,3.66,0.0
20051018:0310,0.0,0.0,0.0,10.77,3.59,0.0
20051018:0410,0.0,0.0,0.0,10.45,3.79,0.0
20051018:0510,0.0,0.0,0.0,10.4,4.07,0.0
20051018:0610,0.0,0.0,0.0,10.35,4.0,0.0
20051018:0710,8.35,11.97,4.85,9.71,4.0,0.0
20051018:0810,245.89,108.36,13.11,9.92,3.72,0.0
20051018:0910,160.03,74.73,20.17,10.23,3.93,0.0
20051018:1010,485.15,193.1,25.49,10.93,4.34,0.0
20051018:1110,312.32,131.49,28.55,11.55,4.21,0.0
20051018:1210,681.34,265.35,28.94,12.09,4.14,0.0
20051018:1310,153.28,72.84,26.63,12.42,3.79,0.0
20051018:1410,231.42,102.17,21.91,12.22,3.31,0.0
20051018:1510,56.0,34.06,15.3,11.84,3.31,0.0
20051018:1610,8.26,11.35,7.34,11.73,3.24,0.0
20051018:1710,0.0,0.0,-1.49,11.61,3.1,0.0
20051018:1810,0.0,0.0,0.0,11.62,2.9,0.0
20051018:1910,0.0,0.0,0.0,11.12,2.9,0.0
20051018:2010,0.0,0.0,0.0,10.96,2.83,0.0
20051018:2110,0.0,0.0,0.0,10.98,2.69,0.0
20051018:2210,0.0,0.0,0.0,11.12,2.76,0.0
20051018:2310,0.0,0.0,0.0,11.44,3.1,0.0
20051019:0010,0.0,0.0,0.0,12.14,3.31,0.0
20051019:0110,0.0,0.0,0.0,12.79,3.31,0.0
20051019:0210,0.0,0.0,0.0,12.99,2.69,0.0
20051019:0310,0.0,0.0,0.0,12.92,2.55,0.0
20051019:0410,0.0,0.0,0.0,12.69,2.55,0.0
20051019:0510,0.0,0.0,0.0,12.21,2.69,0.0
20051019:0610,0.0,0.0,0.0,11.82,2.62,0.0
20051019:0710,0.0,0.95,4.58,10.92,2.14,0.0
20051019:0810,34.56,24.6,12.82,11.43,2.69,0.0
20051019:0910,74.02,41.62,19.86,12.05,3.1,0.0
20051019:1010,525.76,209.82,25.16,12.89,3.45,0.0
20051019:1110,155.26,73.79,28.19,13.25,4.83,0.0
20051019:1210,622.59,243.39,28.58,12.54,6.14,0.0
20051019:1310,62.46,36.89,26.27,12.8,6.0,0.0
20051019:1410,1384.67,525.02,21.56,12.79,6.14,0.0
20051019:1510,1280.7,486.81,14.96,12.59,6.0,0.0
20051019:1610,166.62,78.13,7.01,12.34,5.79,0.0
20051019:1710,0.0,0.0,0.0,11.94,5.1,0.0
20051019:1810,0.0,0.0,0.0,11.13,4.28,0.0
20051019:1910,0.0,0.0,0.0,10.82,4.34,0.0
20051019:2010,0.0,0.0,0.0,10.41,3.45,0.0
20051019:2110,0.0,0.0,0.0,9.98,3.31,0.0
20051019:2210,0.0,0.0,0.0,9.76,3.17,0.0
20051019:2310,0.0,0.0,0.0,9.66,3.17,0.0
20051020:0010,0.0,0.0,0.0,9.36,3.38,0.0
20051020:0110,0.0,0.0,0.0,9.33,3.86,0.0
20051020:0210,0.0,0.0,0.0,9.36,4.62,0.0
20051020:0310,0.0,0.0,0.0,9.2,5.31,0.0
20051020:0410,0.0,0.0,0.0,9.05,5.66,0.0
20051020:0510,0.0,0.0,0.0,9.3,5.59,0.0
20051020:0610,0.0,0.0,0.0,9.48,5.31,0.0
20051020:0710,4.03,10.06,4.31,9.51,4.62,0.0
20051020:0810,457.15,190.66,12.53,9.88,4.28,0.0
20051020:0910,847.62,324.2,19.54,11.0,5.17,0.0
20051020:1010,1638.24,623.66,24.82,12.24,5.72,0.0
20051020:1110,1423.2,545.84,27.84,13.31,4.69,0.0
20051020:1210,1581.92,613.42,28.22,13.99,4.34,0.0
20051020:1310,1609.66,623.65,25.91,14.58,4.97,0.0
20051020:1410,1417.25,546.8,21.21,14.5,4.69,0.0
20051020:1510,606.4,239.56,14.63,14.06,4.0,0.0
20051020:1610,171.14,80.32,6.7,13.32,3.72,0.0
20051020:1710,0.0,0.0,0.0,12.57,3.38,0.0
20051020:1810,0.0,0.0,0.0,11.63,2.83,0.0
20051020:1910,0.0,0.0,0.0,10.6,2.69,0.0
20051020:2010,0.0,0.0,0.0,10.52,2.69,0.0
20051020:2110,0.0,0.0,0.0,10.3,2.69,0.0
20051020:2210,0.0,0.0,0.0,10.25,2.83,0.0
20051020:2310,0.0,0.0,0.0,10.6,3.03,0.0
20051021:0010,0.0,0.0,0.0,11.15,3.45,0.0
20051021:0110,0.0,0.0,0.0,11.47,3.66,0.0
20051021:0210,0.0,0.0,0.0,11.44,3.86,0.0
20051021:0310,0.0,0.0,0.0,11.53,4.34,0.0
20051021:0410,0.0,0.0,0.0,11.9,5.1,0.0
20051021:0510,0.0,0.0,0.0,12.23,6.0,0.0
20051021:0610,0.0,0.0,0.0,12.51,6.62,0.0
20051021:0710,0.13,6.54,4.04,12.85,6.48,0.0
20051021:0810,22.34,18.92,12.25,12.98,5.79,0.0
20051021:0910,891.84,343.71,19.23,13.19,5.38,0.0
20051021:1010,471.74,190.2,24.49,13.78,5.24,0.0
20051021:1110,1384.29,527.47,27.48,14.44,6.76,0.0
20051021:1210,1956.83,753.99,27.86,14.71,7.52,0.0
20051021:1310,1239.68,470.91,25.55,14.86,8.07,0.0
20051021:1410,1097.47,416.87,20.87,14.53,7.93,0.0
20051021:1510,729.73,282.44,14.3,14.11,7.38,0.0
20051021:1610,145.79,70.5,6.38,13.54,7.52,0.0
20051021:1710,0.0,0.0,0.0,13.06,7.03,0.0
20051021:1810,0.0,0.0,0.0,12.71,6.9,0.0
20051021:1910,0.0,0.0,0.0,12.79,7.03,0.0
20051021:2010,0.0,0.0,0.0,12.69,6.97,0.0
20051021:2110,0.0,0.0,0.0,12.58,6.76,0.0
20051021:2210,0.0,0.0,0.0,12.5,6.41,0.0
20051021:2310,0.0,0.0,0.0,12.17,6.0,0.0
20051022:0010,0.0,0.0,0.0,11.89,5.52,0.0
20051022:0110,0.0,0.0,0.0,11.56,4.97,0.0
20051022:0210,0.0,0.0,0.0,11.52,4.55,0.0
20051022:0310,0.0,0.0,0.0,11.39,4.07,0.0
20051022:0410,0.0,0.0,0.0,11.23,3.66,0.0
20051022:0510,0.0,0.0,0.0,11.11,3.31,0.0
20051022:0610,0.0,0.0,0.0,11.0,2.97,0.0
20051022:0710,0.0,0.0,0.0,11.05,2.9,0.0
20051022:0810,38.75,26.49,11.96,11.29,2.69,0.0
20051022:0910,727.07,282.79,18.92,11.97,3.66,0.0
20051022:1010,859.36,330.95,24.16,12.59,3.72,0.0
20051022:1110,1097.82,423.05,27.13,13.18,3.24,0.0
20051022:1210,483.97,195.99,27.5,13.88,2.97,0.0
20051022:1310,1177.22,458.01,25.2,14.5,2.83,0.0
20051022:1410,598.27,238.24,20.53,14.71,2.69,0.0
20051022:1510,576.58,228.69,13.98,13.29,2.76,0.0
20051022:1610,158.85,75.67,6.07,12.83,2.48,0.0
20051022:1710,0.0,0.0,0.0,12.28,1.93,0.0
20051022:1810,0.0,0.0,0.0,11.74,1.79,0.0
20051022:1910,0.0,0.0,0.0,11.35,2.14,0.0
20051022:2010,0.0,0.0,0.0,10.84,2.34,0.0
20051022:2110,0.0,0.0,0.0,10.43,2.41,0.0
20051022:2210,0.0,0.0,0.0,10.1,2.34,0.0
20051022:2310,0.0,0.0,0.0,9.48,2.41,0.0
20051023:0010,0.0,0.0,0.0,8.58,2.34,0.0
20051023:0110,0.0,0.0,0.0,7.96,2.28,0.0
20051023:0210,0.0,0.0,0.0,7.39,2.28,0.0
20051023:0310,0.0,0.0,0.0,6.98,2.34,0.0
20051023:0410,0.0,0.0,0.0,6.81,2.28,0.0
20051023:0510,0.0,0.0,0.0,7.08,2.34,0.0
20051023:0610,0.0,0.0,0.0,7.55,2.41,0.0
20051023:0710,0.0,0.0,0.0,7.52,2.48,0.0
20051023:0810,213.95,96.32,11.67,8.51,2.28,0.0
20051023:0910,323.42,134.92,18.62,10.23,2.55,0.0
20051023:1010,530.66,210.86,23.82,12.08,3.17,0.0
20051023:1110,960.67,370.2,26.79,13.13,3.52,0.0
20051023:1210,1448.8,562.21,27.14,13.78,3.52,0.0
20051023:1310,1164.7,449.51,24.85,14.28,3.86,0.0
20051023:1410,662.37,260.25,20.19,14.27,3.86,0.0
20051023:1510,382.59,158.01,13.66,14.01,3.93,0.0
20051023:1610,129.66,64.33,5.77,13.22,3.1,0.0
20051023:1710,0.0,0.0,0.0,12.5,2.69,0.0
20051023:1810,0.0,0.0,0.0,11.66,2.34,0.0
20051023:1910,0.0,0.0,0.0,10.95,2.41,0.0
20051023:2010,0.0,0.0,0.0,10.51,2.55,0.0
20051023:2110,0.0,0.0,0.0,10.5,2.48,0.0
20051023:2210,0.0,0.0,0.0,10.83,2.69,0.0
20051023:2310,0.0,0.0,0.0,11.37,3.1,0.0
20051024:0010,0.0,0.0,0.0,12.02,4.34,0.0
20051024:0110,0.0,0.0,0.0,12.54,5.31,0.0
20051024:0210,0.0,0.0,0.0,12.91,6.0,0.0
20051024:0310,0.0,0.0,0.0,13.38,5.52,0.0
20051024:0410,0.0,0.0,0.0,14.25,4.9,0.0
20051024:0510,0.0,0.0,0.0,14.91,5.24,0.0
20051024:0610,0.0,0.0,0.0,15.03,5.31,0.0
20051024:0710,0.0,0.0,0.0,15.28,5.72,0.0
20051024:0810,42.14,28.38,11.39,15.27,6.55,0.0
20051024:0910,55.04,34.06,18.31,15.37,7.59,0.0
20051024:1010,57.28,35.0,23.5,15.2,7.86,0.0
20051024:1110,105.57,54.87,26.44,15.25,7.86,0.0
20051024:1210,149.02,71.89,26.79,15.42,8.14,0.0
20051024:1310,158.72,75.68,24.5,15.61,8.14,0.0
20051024:1410,79.58,44.46,19.86,15.78,7.66,0.0
20051024:1510,107.55,55.81,13.34,15.96,7.38,0.0
20051024:1610,97.31,51.98,5.46,16.04,7.03,0.0
20051024:1710,0.0,0.0,0.0,16.02,6.9,0.0
20051024:1810,0.0,0.0,0.0,15.81,6.9,0.0
20051024:1910,0.0,0.0,0.0,15.15,6.97,0.0
20051024:2010,0.0,0.0,0.0,14.95,7.24,0.0
20051024:2110,0.0,0.0,0.0,14.99,6.97,0.0
20051024:2210,0.0,0.0,0.0,14.96,7.72,0.0
20051024:2310,0.0,0.0,0.0,15.06,8.76,0.0
20051025:0010,0.0,0.0,0.0,15.06,8.83,0.0
20051025:0110,0.0,0.0,0.0,15.48,9.1,0.0
20051025:0210,0.0,0.0,0.0,14.84,7.45,0.0
20051025:0310,0.0,0.0,0.0,14.21,6.48,0.0
20051025:0410,0.0,0.0,0.0,13.73,5.86,0.0
20051025:0510,0.0,0.0,0.0,13.37,5.52,0.0
20051025:0610,0.0,0.0,0.0,13.03,5.45,0.0
20051025:0710,0.0,0.0,0.0,13.14,6.28,0.0
20051025:0810,366.69,158.74,11.1,13.17,7.38,0.0
20051025:0910,66.82,38.79,18.0,13.37,6.69,0.0
20051025:1010,1359.81,518.76,23.17,14.15,6.0,0.0
20051025:1110,1857.25,717.34,26.1,14.84,6.55,0.0
20051025:1210,1586.66,607.64,26.45,15.37,7.31,0.0
20051025:1310,1545.66,589.62,24.16,15.65,8.28,0.0
20051025:1410,1587.52,607.68,19.53,15.56,7.66,0.0
20051025:1510,1014.59,389.03,13.03,15.31,7.86,0.0
20051025:1610,296.51,128.92,5.17,14.78,7.03,0.0
20051025:1710,0.0,0.0,0.0,14.14,6.48,0.0
20051025:1810,0.0,0.0,0.0,13.7,6.48,0.0
20051025:1910,0.0,0.0,0.0,13.32,6.62,0.0
20051025:2010,0.0,0.0,0.0,12.97,6.21,0.0
20051025:2110,0.0,0.0,0.0,12.76,5.86,0.0
20051025:2210,0.0,0.0,0.0,12.56,5.45,0.0
20051025:2310,0.0,0.0,0.0,12.17,4.97,0.0
20051026:0010,0.0,0.0,0.0,12.22,5.1,0.0
20051026:0110,0.0,0.0,0.0,12.37,5.31,0.0
20051026:0210,0.0,0.0,0.0,12.31,5.1,0.0
20051026:0310,0.0,0.0,0.0,12.07,4.55,0.0
20051026:0410,0.0,0.0,0.0,11.88,4.07,0.0
20051026:0510,0.0,0.0,0.0,11.94,3.86,0.0
20051026:0610,0.0,0.0,0.0,12.1,3.66,0.0
20051026:0710,0.0,0.0,0.0,12.07,3.52,0.0
20051026:0810,101.76,53.32,10.82,12.74,3.52,0.0
20051026:0910,142.11,69.06,17.7,14.16,3.52,0.0
20051026:1010,136.45,67.16,22.84,15.65,5.59,0.0
20051026:1110,152.61,73.79,25.76,16.87,5.79,0.0
20051026:1210,137.89,68.11,26.1,17.21,6.83,0.0
20051026:1310,728.77,286.83,23.82,17.21,6.07,0.0
20051026:1410,322.69,137.92,19.2,17.18,5.59,0.0
20051026:1510,246.43,109.4,12.72,17.0,4.62,0.0
20051026:1610,41.66,28.38,4.87,17.13,4.48,0.0
20051026:1710,0.0,0.0,0.0,16.94,4.14,0.0
20051026:1810,0.0,0.0,0.0,16.3,3.93,0.0
20051026:1910,0.0,0.0,0.0,15.95,3.59,0.0
20051026:2010,0.0,0.0,0.0,15.91,3.59,0.0
20051026:2110,0.0,0.0,0.0,16.04,3.93,0.0
20051026:2210,0.0,0.0,0.0,16.15,4.48,0.0
20051026:2310,0.0,0.0,0.0,16.04,4.69,0.0
20051027:0010,0.0,0.0,0.0,15.52,4.62,0.0
20051027:0110,0.0,0.0,0.0,15.1,4.55,0.0
20051027:0210,0.0,0.0,0.0,14.88,4.48,0.0
20051027:0310,0.0,0.0,0.0,14.71,4.41,0.0
20051027:0410,0.0,0.0,0.0,14.45,4.34,0.0
20051027:0510,0.0,0.0,0.0,14.22,4.28,0.0
20051027:0610,0.0,0.0,0.0,13.98,4.21,0.0
20051027:0710,0.0,0.0,0.0,13.83,4.28,0.0
20051027:0810,355.78,156.74,10.53,14.4,4.41,0.0
20051027:0910,915.84,359.36,17.39,15.61,3.93,0.0
20051027:1010,1386.14,539.57,22.52,16.99,4.97,0.0
20051027:1110,1757.22,691.41,25.42,17.92,5.66,0.0
20051027:1210,1937.38,768.62,25.76,18.41,6.0,0.0
20051027:1310,1847.65,731.11,23.49,18.59,6.0,0.0
20051027:1410,1617.86,636.14,18.88,18.59,5.79,0.0
20051027:1510,1255.94,492.72,12.41,18.33,5.59,0.0
20051027:1610,744.19,304.25,4.58,17.83,5.79,0.0
20051027:1710,0.0,0.0,0.0,17.11,5.52,0.0
20051027:1810,0.0,0.0,0.0,16.87,5.38,0.0
20051027:1910,0.0,0.0,0.0,17.02,5.38,0.0
20051027:2010,0.0,0.0,0.0,16.89,5.1,0.0
20051027:2110,0.0,0.0,0.0,16.64,5.03,0.0
20051027:2210,0.0,0.0,0.0,16.32,4.9,0.0
20051027:2310,0.0,0.0,0.0,16.16,4.97,0.0
20051028:0010,0.0,0.0,0.0,16.16,4.83,0.0
20051028:0110,0.0,0.0,0.0,16.14,4.48,0.0
20051028:0210,0.0,0.0,0.0,16.22,4.41,0.0
20051028:0310,0.0,0.0,0.0,16.12,4.48,0.0
